itemCode,dscription,codeBars,mnfctrCode,salesItem,purchItem,returnItem,classCode,uom1,uom2,uom3,length,length1,width,width1,height,height1,weight1,weight2,lstSalDate,lstPurDate,regDate,locked,objType,auditDate,auditUser,backupSts,uom4,isFocus,isTM,isNPL,longdesc,forCod
YR08007,Yuri,LIG252481 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR08008,Yuri,LIG252482,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR08009,Yuri,LIG252495,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR08010,Yuri,LIG252591,0,Y,Y,Y,2,1,4,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,400,,N,N, ,N
YR08011,Yuri,LIG252592,0,Y,Y,Y,2,1,4,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,400,,N,N, ,N
YR08012,Yuri,LIG252595,0,Y,Y,Y,2,1,4,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,400,,N,N, ,N
YR08013,Yuri,LIG252791,0,Y,Y,Y,2,1,1,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,100,,N,N, ,N
YR08014,Yuri,LIG252792,0,Y,Y,Y,2,1,1,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,100,,N,N, ,N
YR08015,Yuri,LIG252795,0,Y,Y,Y,2,1,1,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,100,,N,N, ,N
YR08016,Yuri,LIG252451A,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR08017,Yuri,LIG252452A,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR08018,Yuri,LIG252455A,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR08019,Yuri,LIB257991,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,4/13/2023,4/13/2023,4/13/2023,N,2023,4/13/23 0:00,admin,Y,2400,,N,N, ,N
YR08020,Yuri,LIB257381,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,4/13/2023,4/13/2023,4/13/2023,N,2023,4/13/23 0:00,admin,Y,1200,,N,N, ,N
YR08021,Yuri,LIG252112,0,Y,Y,Y,2,1,48,1,0,0,0,0,0,0,0,0,5/5/2023,5/5/2023,5/5/2023,N,2023,5/5/23 0:00,admin,Y,4800,,N,N, ,N
YR08022,Yuri,LIG252921B,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,5/5/2023,5/5/2023,5/5/2023,N,2023,5/5/23 0:00,admin,Y,1200,,N,N, ,N
YR08023,Yuri,LIG252922B,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,5/5/2023,5/5/2023,5/5/2023,N,2023,5/5/23 0:00,admin,Y,1200,,N,N, ,N
YR09001,Yuri,LYS277280 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR09002,Yuri,LYS277390,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR09003,Yuri,LYS277590,0,Y,Y,Y,2,1,4,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,400,,N,N, ,N
YR10001,Yuri,MAT211191 ,0,Y,Y,Y,2,1,48,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,4800,,N,N, ,N
YR10002,Yuri,MAT211991,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR10003,Yuri,MAT211992 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR10004,Yuri,MAT211993 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR10005,Yuri,MAT211391 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR10006,Yuri,MAT211392 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR10007,Yuri,MAT211393 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR10008,Yuri,MAT211941 ,0,Y,Y,Y,2,1,6,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,600,,N,N, ,N
YR10009,Yuri,MAT211942 ,0,Y,Y,Y,2,1,6,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,600,,N,N, ,N
YR10010,Yuri,MAT211943 ,0,Y,Y,Y,2,1,6,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,600,,N,N, ,N
YR10011,Yuri,MAT211951 ,0,Y,Y,Y,2,1,6,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,600,,N,N, ,N
YR10012,Yuri,MAT211952 ,0,Y,Y,Y,2,1,6,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,600,,N,N, ,N
YR10013,Yuri,MAT211953 ,0,Y,Y,Y,2,1,6,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,600,,N,N, ,N
YR10014,Yuri,MAT211591,0,Y,Y,Y,2,1,4,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,400,,N,N, ,N
YR10015,Yuri,MAT211592,0,Y,Y,Y,2,1,4,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,400,,N,N, ,N
YR10016,Yuri,MAT211593,0,Y,Y,Y,2,1,4,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,400,,N,N, ,N
YR10017,Yuri,MAT211451A,0,Y,Y,Y,2,1,6,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,600,,N,N, ,N
YR10018,Yuri,MAT211452A,0,Y,Y,Y,2,1,6,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,600,,N,N, ,N
YR10019,Yuri,MAT211453A,0,Y,Y,Y,2,1,6,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,600,,N,N, ,N
YR11001,Yuri,POR332290 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR11002,Yuri,POU332280 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR11003,Yuri,POR332390 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR11004,Yuri,POU332380 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/24/23 0:00,ragil,Y,1200,,N,N, ,N
YR11005,Yuri,POR332490 ,0,Y,Y,Y,2,1,6,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,600,,N,N, ,N
YR11006,Yuri,POU332480 ,0,Y,Y,Y,2,1,6,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,600,,N,N, ,N
YR11007,Yuri,POR332590,0,Y,Y,Y,2,1,4,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,400,,N,N, ,N
YR11008,Yuri,POU332580,0,Y,Y,Y,2,1,4,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,400,,N,N, ,N
YR11009,Yuri,POR332790,0,Y,Y,Y,2,1,1,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,100,,N,N, ,N
YR11010,Yuri,POU332780,0,Y,Y,Y,2,1,1,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,100,,N,N, ,N
YR11011,Yuri,PSR563390 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR11012,Yuri,PSR563380 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR11013,Yuri,POR332270 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR12001,Yuri,SOL420990 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR12002,Yuri,SOL420390 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR13001,Yuri,TAF365391 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR13002,Yuri,TAF365390 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR13003,Yuri,TAF365591,0,Y,Y,Y,2,1,4,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,400,,N,N, ,N
YR13004,Yuri,TAF365590,0,Y,Y,Y,2,1,4,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,400,,N,N, ,N
YR14001,Yuri,TRI431990,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR14002,Yuri,TRI431992,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR14003,Yuri,TRI431993 ,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR14004,Yuri,TRI432291 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR14005,Yuri,TRI431282 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR14006,Yuri,TRI431283 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR15001,Yuri,PBB961901,0,Y,Y,Y,2,1,4,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,400,,N,N, ,N
YR16001,Yuri,TAF365490 ,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR16002,Yuri,TAF365280 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR17001,Yuri,BCL100390,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR17002,Yuri,BCL100280 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR18001,Yuri,YSO233281 ,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR18002,Yuri,YSO233285 ,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR18003,Yuri,YSO233282 ,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR18004,Yuri,YSO233561 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR18005,Yuri,YSO233565 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR18006,Yuri,YSO233562 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR18007,Yuri,YSO233591 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR18008,Yuri,YSO233595 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR18009,Yuri,YSO233592 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR19001,Yuri,BIO113091,0,Y,Y,Y,2,1,216,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,21600,,N,N, ,N
YR19002,Yuri,BIO113921 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR19003,Yuri,BIO113381 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR19004,Yuri,BIO114091,0,Y,Y,Y,2,1,432,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,43200,,N,N, ,N
YR19005,Yuri,BIO114921 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR19006,Yuri,BIO114391 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR19007,Yuri,BIO115291,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR19008,Yuri,BIO115281 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR19009,Biosoft ,BIO116001,0,Y,Y,Y,2,1,4,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,400,,N,N, ,N
YR19010,Biosoft ,BIO116002,0,Y,Y,Y,2,1,6,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,600,,N,N, ,N
YR19011,Biosoft ,BIO116261,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR20001,Yuri,YDS 370090,0,Y,Y,Y,2,1,48,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,4800,,N,N, ,N
YR20002,Yuri,YDS 370990,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR20003,Yuri,YDS 370280,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR20004,Yuri,YDS 370590,0,Y,Y,Y,2,1,4,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,400,,N,N, ,N
YR20005,Yuri,YDS 370790,0,Y,Y,Y,2,1,1,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,100,,N,N, ,N
YR21001,Yuri,YLD124990,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR21002,Yuri,YLD124390,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR21003,Yuri,YLD124590,0,Y,Y,Y,2,1,4,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,400,,N,N, ,N
YR22001,Yuri,YHM828190,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR23001,Dee Dee,DSC650281B,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR23002,Dee Dee,DSC650282B,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR23003,Dee Dee,DSC650283B,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR23004,Dee Dee,DSC650264B,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR23005,Dee Dee,DSC660291,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR23006,Dee Dee,DSC660292,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR23007,Dee Dee,DSC660293,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR23008,Dee Dee,DSC660294,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR24001,Dee Dee,DDS356071,0,Y,Y,Y,2,1,432,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,43200,,N,N, ,N
YR24002,Dee Dee,DDS356072 ,0,Y,Y,Y,2,1,432,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,43200,,N,N, ,N
YR24003,Dee Dee,DDS356073 ,0,Y,Y,Y,2,1,432,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,43200,,N,N, ,N
YR24004,Dee Dee,DDS356074 ,0,Y,Y,Y,2,1,432,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,43200,,N,N, ,N
YR24005,Dee Dee,DDR356191A ,0,Y,Y,Y,2,1,72,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,7200,,N,N, ,N
YR24006,Dee Dee,DDR356192A,0,Y,Y,Y,2,1,72,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,7200,,N,N, ,N
YR24007,Dee Dee,DDR356193A ,0,Y,Y,Y,2,1,72,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,7200,,N,N, ,N
YR24008,Dee Dee,DDR356194A ,0,Y,Y,Y,2,1,72,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,7200,,N,N, ,N
YR24009,Dee Dee,DDR356491A,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR24010,Dee Dee,DDR356492A,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR24011,Dee Dee,DDR356493A,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR24012,Dee Dee,DDR356494A,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR24013,Dee Dee,DDP356281A,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR24014,Dee Dee,DDP356282A,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR24015,Dee Dee,DDP356283A,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR24016,Dee Dee,DDP356284A,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR24017,Dee Dee,DDR356291A,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR24018,Dee Dee,DDR356292A,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR24019,Dee Dee,DDR356293A,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR24020,Dee Dee,DDR356294A,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR24021,Dee Dee,DDR356991A ,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR24022,Dee Dee,DDR356992A,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR24023,Dee Dee,DDR356993A,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR24024,Dee Dee,DDR356994A ,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
